Learning Rate,N_steps,Batch Size,Gamma,gae_lambda,Clip Range,ent_coef,epsilon,Mean Score,training_time,standard deviation
0.99,512,64,0.95,0.9,0.5,0,1E-06,9.6,6.43078851699829,0.916515138991168
0.99,512,64,0.95,0.9,0.5,0,1E-07,9.2,6.26067161560059,0.748331477354788
0.99,512,64,0.95,0.9,0.5,0.1,1E-05,9.5,6.20293927192688,0.806225774829855
0.99,512,64,0.95,0.9,0.5,0.1,1E-06,9.3,6.09064412117004,0.781024967590666
0.99,512,64,0.95,0.9,0.5,0.1,1E-07,31.1,6.20638775825501,4.61410879802373
0.99,512,64,0.95,0.9,0.5,0.01,1E-05,9.1,6.3657603263855,0.7
0.99,512,64,0.95,0.9,0.5,0.01,1E-06,9,6.2462158203125,0.632455532033676
0.99,512,64,0.95,0.9,0.5,0.01,1E-07,9.6,6.44213891029358,0.66332495807108
0.99,512,64,0.95,0.9,0.5,0.001,1E-05,9.6,6.28895878791809,0.66332495807108
0.99,512,64,0.95,0.9,0.5,0.001,1E-06,9.2,6.90098667144775,0.6
0.99,512,64,0.95,0.9,0.5,0.001,1E-07,9.2,6.42433214187622,0.748331477354788
0.99,512,64,0.95,0.85,0.1,0,1E-05,12.3,6.11522340774536,1.9
0.99,512,64,0.95,0.85,0.1,0,1E-06,9.5,6.28504729270935,0.670820393249937
0.99,512,64,0.95,0.85,0.1,0,1E-07,25.2,7.78280425071716,2.82134719593318
0.99,512,64,0.95,0.85,0.1,0.1,1E-05,9.8,7.1774628162384,0.748331477354788
0.99,512,64,0.95,0.85,0.1,0.1,1E-06,9.7,7.161940574646,0.640312423743285
0.99,512,64,0.95,0.85,0.1,0.1,1E-07,9.5,5.80541753768921,0.921954445729289
0.99,512,64,0.95,0.85,0.1,0.01,1E-05,9.7,6.17478060722351,0.640312423743285
0.99,512,64,0.95,0.85,0.1,0.01,1E-06,9.4,5.86293125152588,0.66332495807108
0.99,512,64,0.95,0.85,0.1,0.01,1E-07,9.6,5.7218165397644,0.489897948556636
0.99,512,64,0.95,0.85,0.1,0.001,1E-05,9,5.40590858459473,0.632455532033676
0.99,512,64,0.95,0.85,0.1,0.001,1E-06,8.9,5.02780556678772,0.7
0.99,512,64,0.95,0.85,0.1,0.001,1E-07,9.2,5.0967583656311,0.6
0.99,512,64,0.95,0.85,0.2,0,1E-05,9.4,5.00934267044067,0.489897948556636
0.99,512,64,0.95,0.85,0.2,0,1E-06,9,5.16595315933228,0.447213595499958
0.99,512,64,0.95,0.85,0.2,0,1E-07,9.9,5.40303230285645,0.3
0.99,512,64,0.95,0.85,0.2,0.1,1E-05,15.1,5.71702194213867,2.87923600977759
0.99,512,64,0.95,0.85,0.2,0.1,1E-06,9.4,5.93582105636597,0.8
0.99,512,64,0.95,0.85,0.2,0.1,1E-07,9.6,6.07580947875977,0.66332495807108
0.99,512,64,0.95,0.85,0.2,0.01,1E-05,14.7,6.34773397445679,2.60959767013998
0.99,512,64,0.95,0.85,0.2,0.01,1E-06,9.7,6.38077545166016,0.458257569495584
0.99,512,64,0.95,0.85,0.2,0.01,1E-07,9.2,6.09276032447815,0.748331477354788
0.99,512,64,0.95,0.85,0.2,0.001,1E-05,9.2,6.35161805152893,0.6
0.99,512,64,0.95,0.85,0.2,0.001,1E-06,9.1,6.28332853317261,0.7
0.99,512,64,0.95,0.85,0.2,0.001,1E-07,9.6,6.3711302280426,0.66332495807108
0.99,512,64,0.95,0.85,0.3,0,1E-05,9.4,6.34639310836792,0.66332495807108
0.99,512,64,0.95,0.85,0.3,0,1E-06,9.8,6.94861125946045,0.979795897113271
0.99,512,64,0.95,0.85,0.3,0,1E-07,9.6,6.29087734222412,0.916515138991168
0.99,512,64,0.95,0.85,0.3,0.1,1E-05,9.2,6.36734104156494,0.748331477354788
0.99,512,64,0.95,0.85,0.3,0.1,1E-06,9.3,6.31616950035095,0.640312423743285
0.99,512,64,0.95,0.85,0.3,0.1,1E-07,9.4,6.46041440963745,0.66332495807108
0.99,512,64,0.95,0.85,0.3,0.01,1E-05,9.4,6.37626075744629,0.8
0.99,512,64,0.95,0.85,0.3,0.01,1E-06,9.6,6.39313864707947,0.489897948556636
0.99,512,64,0.95,0.85,0.3,0.01,1E-07,9.3,6.29636263847351,0.640312423743285
0.99,512,64,0.95,0.85,0.3,0.001,1E-05,9.4,6.44302988052368,0.66332495807108
0.99,512,64,0.95,0.85,0.3,0.001,1E-06,9.2,6.82941746711731,1.0770329614269
0.99,512,64,0.95,0.85,0.3,0.001,1E-07,9,6.89726758003235,1
0.99,512,64,0.95,0.85,0.4,0,1E-05,9.6,6.62795877456665,0.489897948556636
0.99,512,64,0.95,0.85,0.4,0,1E-06,12.4,6.28275442123413,1.56204993518133
0.99,512,64,0.95,0.85,0.4,0,1E-07,9.3,6.19669055938721,0.781024967590666
0.99,512,64,0.95,0.85,0.4,0.1,1E-05,9,6.48498916625977,0.447213595499958
0.99,512,64,0.95,0.85,0.4,0.1,1E-06,9,6.45441937446594,0.632455532033676
0.99,512,64,0.95,0.85,0.4,0.1,1E-07,9.3,6.55245518684387,1.00498756211209
0.99,512,64,0.95,0.85,0.4,0.01,1E-05,9.2,6.44496726989746,0.979795897113271
0.99,512,64,0.95,0.85,0.4,0.01,1E-06,9.1,6.38354468345642,0.830662386291808
0.99,512,64,0.95,0.85,0.4,0.01,1E-07,9.8,6.64898133277893,0.6
0.99,512,64,0.95,0.85,0.4,0.001,1E-05,9.7,6.17644357681274,0.640312423743285
0.99,512,64,0.95,0.85,0.4,0.001,1E-06,9.5,6.55833196640015,0.806225774829855
0.99,512,64,0.95,0.85,0.4,0.001,1E-07,9.4,6.37531661987305,0.66332495807108
0.99,512,64,0.95,0.85,0.5,0,1E-05,9.4,6.73939442634583,0.66332495807108
0.99,512,64,0.95,0.85,0.5,0,1E-06,9.2,6.55114412307739,0.6
0.99,512,64,0.95,0.85,0.5,0,1E-07,9.3,6.46309638023376,0.640312423743285
0.99,512,64,0.95,0.85,0.5,0.1,1E-05,9.3,6.64264678955078,0.781024967590666
0.99,512,64,0.95,0.85,0.5,0.1,1E-06,9.3,6.27674388885498,0.640312423743285
0.99,512,64,0.95,0.85,0.5,0.1,1E-07,9.4,6.37608242034912,0.66332495807108
0.99,512,64,0.95,0.85,0.5,0.01,1E-05,9.4,6.37343835830689,1.01980390271856
0.99,512,64,0.95,0.85,0.5,0.01,1E-06,9.5,6.32073950767517,0.806225774829855
0.99,512,64,0.95,0.85,0.5,0.01,1E-07,9.6,6.3839385509491,0.66332495807108
0.99,512,64,0.95,0.85,0.5,0.001,1E-05,9.1,6.39964199066162,0.830662386291808
0.99,512,64,0.95,0.85,0.5,0.001,1E-06,9.4,6.55875277519226,0.66332495807108
0.99,512,64,0.95,0.85,0.5,0.001,1E-07,9.6,6.4732038974762,0.8
0.99,512,64,0.99,0.95,0.1,0,1E-05,9.4,6.52927875518799,0.8
0.99,512,64,0.99,0.95,0.1,0,1E-06,9.3,6.14164328575134,0.781024967590666
0.99,512,64,0.99,0.95,0.1,0,1E-07,9.6,6.22989702224731,0.916515138991168
0.99,512,64,0.99,0.95,0.1,0.1,1E-05,9.8,6.39263510704041,0.4
0.99,512,64,0.99,0.95,0.1,0.1,1E-06,9.2,6.24391508102417,0.748331477354788
0.99,512,64,0.99,0.95,0.1,0.1,1E-07,9.3,6.2596960067749,0.781024967590666
0.99,512,64,0.99,0.95,0.1,0.01,1E-05,9,6.37990140914917,0.632455532033676
0.99,512,64,0.99,0.95,0.1,0.01,1E-06,9.4,6.38881468772888,0.489897948556636
0.99,512,64,0.99,0.95,0.1,0.01,1E-07,9,6.40962529182434,0.774596669241483
0.99,512,64,0.99,0.95,0.1,0.001,1E-05,48.6,6.44139432907105,12.6111062163476
0.99,512,64,0.99,0.95,0.1,0.001,1E-06,9.2,6.14945816993713,0.6
0.99,512,64,0.99,0.95,0.1,0.001,1E-07,9.6,6.14506459236145,0.8
0.99,512,64,0.99,0.95,0.2,0,1E-05,9,6.27409315109253,0.894427190999916
0.99,512,64,0.99,0.95,0.2,0,1E-06,9.4,6.33179497718811,0.489897948556636
0.99,512,64,0.99,0.95,0.2,0,1E-07,9.6,6.52009558677673,0.66332495807108
0.99,512,64,0.99,0.95,0.2,0.1,1E-05,8.9,6.28794550895691,0.7
0.99,512,64,0.99,0.95,0.2,0.1,1E-06,9.4,6.15711784362793,0.8
0.99,512,64,0.99,0.95,0.2,0.1,1E-07,9.3,6.12002062797546,0.640312423743285
0.99,512,64,0.99,0.95,0.2,0.01,1E-05,9.2,6.38161659240723,0.979795897113271
0.99,512,64,0.99,0.95,0.2,0.01,1E-06,9.5,6.39052414894104,0.5
0.99,512,64,0.99,0.95,0.2,0.01,1E-07,12.5,6.53235244750977,1.68819430161341
0.99,512,64,0.99,0.95,0.2,0.001,1E-05,9.5,6.053551197052,0.670820393249937
0.99,512,64,0.99,0.95,0.2,0.001,1E-06,9.3,6.229905128479,0.640312423743285
0.99,512,64,0.99,0.95,0.2,0.001,1E-07,9.6,6.32562589645386,0.66332495807108
0.99,512,64,0.99,0.95,0.3,0,1E-05,17.6,6.04823422431946,1.74355957741627
0.99,512,64,0.99,0.95,0.3,0,1E-06,9.3,6.24557209014893,0.9
0.99,512,64,0.99,0.95,0.3,0,1E-07,9.5,6.35139274597168,0.670820393249937
0.99,512,64,0.99,0.95,0.3,0.1,1E-05,9.7,6.36021876335144,0.458257569495584
0.99,512,64,0.99,0.95,0.3,0.1,1E-06,9.4,6.20521688461304,0.8
0.99,512,64,0.99,0.95,0.3,0.1,1E-07,9.6,6.25728297233582,0.489897948556636
0.99,512,64,0.99,0.95,0.3,0.01,1E-05,47.2,6.21574664115906,26.5887194125629
0.99,512,64,0.99,0.95,0.3,0.01,1E-06,9.1,6.68483400344849,0.7
0.99,512,64,0.99,0.95,0.3,0.01,1E-07,9.2,6.21263003349304,0.4
0.99,512,64,0.99,0.95,0.3,0.001,1E-05,9.3,5.90549564361572,0.640312423743285
0.99,512,64,0.99,0.95,0.3,0.001,1E-06,9.7,7.02194046974182,0.781024967590666
0.99,512,64,0.99,0.95,0.3,0.001,1E-07,9.3,6.29565691947937,0.781024967590666
0.99,512,64,0.99,0.95,0.4,0,1E-05,9.2,6.14844131469727,0.748331477354788
0.99,512,64,0.99,0.95,0.4,0,1E-06,16.7,6.26032733917236,2.23830292855994
0.99,512,64,0.99,0.95,0.4,0,1E-07,9.4,6.63298296928406,0.8
0.99,512,64,0.99,0.95,0.4,0.1,1E-05,9.6,6.23429083824158,0.489897948556636
0.99,512,64,0.99,0.95,0.4,0.1,1E-06,9.3,6.46697664260864,0.640312423743285
0.99,512,64,0.99,0.95,0.4,0.1,1E-07,9.4,6.0984742641449,0.489897948556636
0.99,512,64,0.99,0.95,0.4,0.01,1E-05,9,6.56727981567383,0.447213595499958
0.99,512,64,0.99,0.95,0.4,0.01,1E-06,9.4,6.5402250289917,0.66332495807108
0.99,512,64,0.99,0.95,0.4,0.01,1E-07,9.4,6.11835670471191,0.489897948556636
0.99,512,64,0.99,0.95,0.4,0.001,1E-05,9.5,6.20238590240479,0.670820393249937
0.99,512,64,0.99,0.95,0.4,0.001,1E-06,9.5,6.07451605796814,0.670820393249937
0.99,512,64,0.99,0.95,0.4,0.001,1E-07,9.3,6.36191749572754,0.9
0.99,512,64,0.99,0.95,0.5,0,1E-05,9.5,6.36965703964233,0.5
0.99,512,64,0.99,0.95,0.5,0,1E-06,9.3,6.12605142593384,0.640312423743285
0.99,512,64,0.99,0.95,0.5,0,1E-07,54.8,6.11693835258484,12.4803846094582
0.99,512,64,0.99,0.95,0.5,0.1,1E-05,9.1,6.21377968788147,0.7
0.99,512,64,0.99,0.95,0.5,0.1,1E-06,9.6,6.28484272956848,0.8
0.99,512,64,0.99,0.95,0.5,0.1,1E-07,9.7,6.14668440818787,0.458257569495584
0.99,512,64,0.99,0.95,0.5,0.01,1E-05,9.5,6.37813282012939,0.670820393249937
0.99,512,64,0.99,0.95,0.5,0.01,1E-06,9.8,6.49086713790894,0.6
0.99,512,64,0.99,0.95,0.5,0.01,1E-07,9.2,6.54585027694702,0.748331477354788
0.99,512,64,0.99,0.95,0.5,0.001,1E-05,9.2,6.22462916374207,0.6
0.99,512,64,0.99,0.95,0.5,0.001,1E-06,9.6,6.40619111061096,0.8
0.99,512,64,0.99,0.95,0.5,0.001,1E-07,9.3,6.55332446098328,0.640312423743285
0.99,512,64,0.99,0.9,0.1,0,1E-05,9.5,6.29652953147888,0.806225774829855
0.99,512,64,0.99,0.9,0.1,0,1E-06,30,6.3716893196106,3
0.99,512,64,0.99,0.9,0.1,0,1E-07,9.3,6.48469519615173,0.640312423743285
0.99,512,64,0.99,0.9,0.1,0.1,1E-05,9.6,6.59797072410584,0.916515138991168
0.99,512,64,0.99,0.9,0.1,0.1,1E-06,9.5,6.56257319450378,0.806225774829855
0.99,512,64,0.99,0.9,0.1,0.1,1E-07,9.4,5.97558832168579,0.66332495807108
0.99,512,64,0.99,0.9,0.1,0.01,1E-05,9.2,6.32468962669373,0.748331477354788
0.99,512,64,0.99,0.9,0.1,0.01,1E-06,8.9,6.21309065818787,0.53851648071345
0.99,512,64,0.99,0.9,0.1,0.01,1E-07,9.3,6.42947602272034,0.781024967590666
0.99,512,64,0.99,0.9,0.1,0.001,1E-05,9.4,6.12728047370911,0.8
0.99,512,64,0.99,0.9,0.1,0.001,1E-06,9.1,6.23367166519165,0.53851648071345
0.99,512,64,0.99,0.9,0.1,0.001,1E-07,9.5,6.4441831111908,0.806225774829855
0.99,512,64,0.99,0.9,0.2,0,1E-05,14.9,6.16103911399841,1.57797338380595
0.99,512,64,0.99,0.9,0.2,0,1E-06,9.4,6.41514468193054,0.66332495807108
0.99,512,64,0.99,0.9,0.2,0,1E-07,55.4,6.21792006492615,32.0724180566418
0.99,512,64,0.99,0.9,0.2,0.1,1E-05,9.2,6.44423389434814,0.6
0.99,512,64,0.99,0.9,0.2,0.1,1E-06,9.6,6.42970609664917,0.916515138991168
0.99,512,64,0.99,0.9,0.2,0.1,1E-07,9.2,6.25874066352844,1.0770329614269
0.99,512,64,0.99,0.9,0.2,0.01,1E-05,9.3,6.21463990211487,0.640312423743285
0.99,512,64,0.99,0.9,0.2,0.01,1E-06,9.3,6.18752717971802,0.640312423743285
0.99,512,64,0.99,0.9,0.2,0.01,1E-07,54.1,6.28807306289673,23.0367098345228
0.99,512,64,0.99,0.9,0.2,0.001,1E-05,9.4,6.32814264297485,0.916515138991168
0.99,512,64,0.99,0.9,0.2,0.001,1E-06,9.1,6.25094127655029,0.94339811320566
0.99,512,64,0.99,0.9,0.2,0.001,1E-07,9.2,6.37885642051697,0.4
0.99,512,64,0.99,0.9,0.3,0,1E-05,15.5,6.04906511306763,2.45967477524977
0.99,512,64,0.99,0.9,0.3,0,1E-06,9.3,6.08609890937805,0.640312423743285
0.99,512,64,0.99,0.9,0.3,0,1E-07,28.4,6.18934631347656,5.58927544499285
0.99,512,64,0.99,0.9,0.3,0.1,1E-05,9.2,6.42920279502869,0.871779788708135
0.99,512,64,0.99,0.9,0.3,0.1,1E-06,10.1,6.36342477798462,0.7
0.99,512,64,0.99,0.9,0.3,0.1,1E-07,9.6,6.50401377677918,0.916515138991168
0.99,512,64,0.99,0.9,0.3,0.01,1E-05,9.2,6.48417139053345,0.871779788708135
0.99,512,64,0.99,0.9,0.3,0.01,1E-06,10.1,5.95841026306152,0.7
0.99,512,64,0.99,0.9,0.3,0.01,1E-07,9.5,6.25090575218201,0.806225774829855
0.99,512,64,0.99,0.9,0.3,0.001,1E-05,9.1,6.03333926200867,0.94339811320566
0.99,512,64,0.99,0.9,0.3,0.001,1E-06,9.4,6.60862350463867,0.8
0.99,512,64,0.99,0.9,0.3,0.001,1E-07,9.5,6.26648926734924,0.5
0.99,512,64,0.99,0.9,0.4,0,1E-05,9.1,6.18475484848022,0.7
0.99,512,64,0.99,0.9,0.4,0,1E-06,9.3,6.02759218215942,0.9
0.99,512,64,0.99,0.9,0.4,0,1E-07,9.2,6.33686804771423,0.871779788708135
0.99,512,64,0.99,0.9,0.4,0.1,1E-05,9.6,6.19483804702759,0.66332495807108
0.99,512,64,0.99,0.9,0.4,0.1,1E-06,9.4,6.38110756874085,0.916515138991168
0.99,512,64,0.99,0.9,0.4,0.1,1E-07,9.3,6.68065285682678,0.9
0.99,512,64,0.99,0.9,0.4,0.01,1E-05,9.4,6.11353015899658,0.8
0.99,512,64,0.99,0.9,0.4,0.01,1E-06,9.1,6.26892161369324,0.7
0.99,512,64,0.99,0.9,0.4,0.01,1E-07,43.8,6.26575112342835,21.7200368323813
0.99,512,64,0.99,0.9,0.4,0.001,1E-05,9,6.42141246795654,0.774596669241483
0.99,512,64,0.99,0.9,0.4,0.001,1E-06,46.2,6.220383644104,17.7189164454263
0.99,512,64,0.99,0.9,0.4,0.001,1E-07,21.4,6.46541500091553,4.8
0.99,512,64,0.99,0.9,0.5,0,1E-05,9.3,6.01351141929626,0.640312423743285
0.99,512,64,0.99,0.9,0.5,0,1E-06,8.9,6.26293301582336,0.830662386291808
0.99,512,64,0.99,0.9,0.5,0,1E-07,9.3,6.25258088111877,0.781024967590666
0.99,512,64,0.99,0.9,0.5,0.1,1E-05,8.8,6.33737277984619,0.748331477354788
0.99,512,64,0.99,0.9,0.5,0.1,1E-06,9.6,6.33863234519959,0.8
0.99,512,64,0.99,0.9,0.5,0.1,1E-07,9.3,6.33102965354919,0.458257569495584
0.99,512,64,0.99,0.9,0.5,0.01,1E-05,47,6.37597370147705,16.4863579968409
0.99,512,64,0.99,0.9,0.5,0.01,1E-06,9.1,6.41477012634277,0.7
0.99,512,64,0.99,0.9,0.5,0.01,1E-07,9.1,6.12922978401184,0.53851648071345
0.99,512,64,0.99,0.9,0.5,0.001,1E-05,9.6,6.2483217716217,0.8
0.99,512,64,0.99,0.9,0.5,0.001,1E-06,9.5,6.06401133537293,0.5
0.99,512,64,0.99,0.9,0.5,0.001,1E-07,9.4,6.41301560401917,0.66332495807108
0.99,512,64,0.99,0.85,0.1,0,1E-05,9.3,6.32448840141296,0.640312423743285
0.99,512,64,0.99,0.85,0.1,0,1E-06,9.3,6.24603390693665,0.640312423743285
0.99,512,64,0.99,0.85,0.1,0,1E-07,9.3,6.60464763641357,0.640312423743285
0.99,512,64,0.99,0.85,0.1,0.1,1E-05,9.5,6.13342547416687,1.02469507659596
0.99,512,64,0.99,0.85,0.1,0.1,1E-06,9.4,6.08171486854553,0.8
0.99,512,64,0.99,0.85,0.1,0.1,1E-07,9.2,6.36588644981384,0.6
0.99,512,64,0.99,0.85,0.1,0.01,1E-05,9.3,6.27966332435608,1.00498756211209
0.99,512,64,0.99,0.85,0.1,0.01,1E-06,9.6,6.19423675537109,0.489897948556636
0.99,512,64,0.99,0.85,0.1,0.01,1E-07,9.9,6.3849401473999,0.7
0.99,512,64,0.99,0.85,0.1,0.001,1E-05,9.6,6.32346034049988,0.8
0.99,512,64,0.99,0.85,0.1,0.001,1E-06,9.3,6.01680564880371,0.781024967590666
0.99,512,64,0.99,0.85,0.1,0.001,1E-07,130,6.19188451766968,129.604783862325
0.99,512,64,0.99,0.85,0.2,0,1E-05,9.4,6.63088011741638,0.489897948556636
0.99,512,64,0.99,0.85,0.2,0,1E-06,9.5,6.42740774154663,1.02469507659596
0.99,512,64,0.99,0.85,0.2,0,1E-07,9.2,6.35124039649963,0.748331477354788
0.99,512,64,0.99,0.85,0.2,0.1,1E-05,8.9,6.05411553382874,0.7
0.99,512,64,0.99,0.85,0.2,0.1,1E-06,29.5,6.1321063041687,3.55668384875575
0.99,512,64,0.99,0.85,0.2,0.1,1E-07,16.2,6.29131007194519,2.48193472919817
0.99,512,64,0.99,0.85,0.2,0.01,1E-05,9.5,6.28663301467896,0.5
0.99,512,64,0.99,0.85,0.2,0.01,1E-06,9.5,6.43763184547424,0.806225774829855
0.99,512,64,0.99,0.85,0.2,0.01,1E-07,9.3,6.46035003662109,0.458257569495584
0.99,512,64,0.99,0.85,0.2,0.001,1E-05,9.2,6.0636727809906,0.979795897113271
0.99,512,64,0.99,0.85,0.2,0.001,1E-06,8.9,6.22502422332764,0.830662386291808
0.99,512,64,0.99,0.85,0.2,0.001,1E-07,9.4,6.47249245643616,0.8
0.99,512,64,0.99,0.85,0.3,0,1E-05,9.4,6.51971173286438,0.66332495807108
0.99,512,64,0.99,0.85,0.3,0,1E-06,9.1,6.26978254318237,0.7
0.99,512,64,0.99,0.85,0.3,0,1E-07,9.9,6.1928186416626,0.7
0.99,512,64,0.99,0.85,0.3,0.1,1E-05,9.5,6.54178094863892,1.02469507659596
0.99,512,64,0.99,0.85,0.3,0.1,1E-06,9.1,6.79754567146301,0.7
0.99,512,64,0.99,0.85,0.3,0.1,1E-07,9.9,6.66270422935486,0.3
0.99,512,64,0.99,0.85,0.3,0.01,1E-05,9.3,6.09311842918396,0.781024967590666
0.99,512,64,0.99,0.85,0.3,0.01,1E-06,9.1,6.39653921127319,0.830662386291808
0.99,512,64,0.99,0.85,0.3,0.01,1E-07,9.9,6.23933625221252,0.3
0.99,512,64,0.99,0.85,0.3,0.001,1E-05,9.2,6.4087872505188,1.0770329614269
0.99,512,64,0.99,0.85,0.3,0.001,1E-06,9.7,6.3493595123291,0.781024967590666
0.99,512,64,0.99,0.85,0.3,0.001,1E-07,9.6,6.54053544998169,0.66332495807108
0.99,512,64,0.99,0.85,0.4,0,1E-05,9.1,6.20070624351501,0.7
0.99,512,64,0.99,0.85,0.4,0,1E-06,9.1,6.30521059036255,0.830662386291808
0.99,512,64,0.99,0.85,0.4,0,1E-07,9.2,6.40442562103272,0.6
0.99,512,64,0.99,0.85,0.4,0.1,1E-05,9.2,6.16305208206177,0.979795897113271
0.99,512,64,0.99,0.85,0.4,0.1,1E-06,9.3,6.31182265281677,0.781024967590666
0.99,512,64,0.99,0.85,0.4,0.1,1E-07,9,6.83554482460022,0.632455532033676
0.99,512,64,0.99,0.85,0.4,0.01,1E-05,9.5,6.30308771133423,0.670820393249937
0.99,512,64,0.99,0.85,0.4,0.01,1E-06,9.3,6.28560543060303,0.640312423743285
0.99,512,64,0.99,0.85,0.4,0.01,1E-07,8.7,6.22222805023193,0.640312423743285
0.99,512,64,0.99,0.85,0.4,0.001,1E-05,9.3,6.08749341964722,0.640312423743285
0.99,512,64,0.99,0.85,0.4,0.001,1E-06,9.4,6.4241156578064,0.66332495807108
0.99,512,64,0.99,0.85,0.4,0.001,1E-07,9.3,6.75847792625427,0.9
0.99,512,64,0.99,0.85,0.5,0,1E-05,9.4,6.08527660369873,0.66332495807108
0.99,512,64,0.99,0.85,0.5,0,1E-06,9.1,6.41720151901245,0.830662386291807
0.99,512,64,0.99,0.85,0.5,0,1E-07,9.1,6.22200489044189,0.830662386291808
0.99,512,64,0.99,0.85,0.5,0.1,1E-05,9.4,6.40493607521057,0.489897948556636
0.99,512,64,0.99,0.85,0.5,0.1,1E-06,9.6,6.38043761253357,0.489897948556636
0.99,512,64,0.99,0.85,0.5,0.1,1E-07,9.5,6.30601739883423,0.670820393249937
0.99,512,64,0.99,0.85,0.5,0.01,1E-05,9.4,6.4473283290863,0.489897948556636
0.99,512,64,0.99,0.85,0.5,0.01,1E-06,9.2,6.30965328216553,0.6
0.99,512,64,0.99,0.85,0.5,0.01,1E-07,9.5,6.35716795921326,0.670820393249937
0.99,512,64,0.99,0.85,0.5,0.001,1E-05,9.3,6.77542495727539,0.781024967590666
0.99,512,64,0.99,0.85,0.5,0.001,1E-06,9.7,6.25156617164612,0.640312423743285
0.99,512,64,0.99,0.85,0.5,0.001,1E-07,9.6,6.02740573883057,0.489897948556636
0.99,512,64,0.999,0.95,0.1,0,1E-05,9.6,6.12069773674011,0.66332495807108
0.99,512,64,0.999,0.95,0.1,0,1E-06,9,6.10826921463013,0.774596669241483
0.99,512,64,0.999,0.95,0.1,0,1E-07,11.7,6.27913331985474,2.05182845286832
0.99,512,64,0.999,0.95,0.1,0.1,1E-05,8.9,6.45159149169922,0.53851648071345
0.99,512,64,0.999,0.95,0.1,0.1,1E-06,9.3,6.61352062225342,0.781024967590666
0.99,512,64,0.999,0.95,0.1,0.1,1E-07,9.2,6.51781320571899,0.748331477354788
0.99,512,64,0.999,0.95,0.1,0.01,1E-05,9.2,6.37642550468445,0.748331477354788
0.99,512,64,0.999,0.95,0.1,0.01,1E-06,9.3,6.20491576194763,0.9
0.99,512,64,0.999,0.95,0.1,0.01,1E-07,9.2,6.65344023704529,0.6
0.99,512,64,0.999,0.95,0.1,0.001,1E-05,9.6,6.08260583877564,0.66332495807108
0.99,512,64,0.999,0.95,0.1,0.001,1E-06,9.1,6.16416883468628,0.7
0.99,512,64,0.999,0.95,0.1,0.001,1E-07,52,6.01184129714966,23.9749869655856
0.99,512,64,0.999,0.95,0.2,0,1E-05,9.3,6.28293108940125,0.640312423743285
0.99,512,64,0.999,0.95,0.2,0,1E-06,9.5,6.41913390159607,0.670820393249937
0.99,512,64,0.999,0.95,0.2,0,1E-07,9.2,6.57147789001465,0.748331477354788
0.99,512,64,0.999,0.95,0.2,0.1,1E-05,9.1,6.28167247772217,0.830662386291808
0.99,512,64,0.999,0.95,0.2,0.1,1E-06,9.7,6.17030358314514,0.640312423743285
0.99,512,64,0.999,0.95,0.2,0.1,1E-07,9.1,6.39528441429138,0.53851648071345
0.99,512,64,0.999,0.95,0.2,0.01,1E-05,9.3,6.5338191986084,0.781024967590666
0.99,512,64,0.999,0.95,0.2,0.01,1E-06,9.6,6.18689465522766,0.66332495807108
0.99,512,64,0.999,0.95,0.2,0.01,1E-07,9.2,6.04179000854492,0.748331477354788
0.99,512,64,0.999,0.95,0.2,0.001,1E-05,9.2,6.638831615448,0.6
0.99,512,64,0.999,0.95,0.2,0.001,1E-06,9.1,6.57356786727905,0.7
0.99,512,64,0.999,0.95,0.2,0.001,1E-07,9.7,6.13263058662415,0.640312423743285
0.99,512,64,0.999,0.95,0.3,0,1E-05,9.3,6.1700804233551,0.640312423743285
0.99,512,64,0.999,0.95,0.3,0,1E-06,9.4,6.40006446838379,0.66332495807108
0.99,512,64,0.999,0.95,0.3,0,1E-07,9.6,6.32745289802551,0.66332495807108
0.99,512,64,0.999,0.95,0.3,0.1,1E-05,9.1,6.6371922492981,0.830662386291808
0.99,512,64,0.999,0.95,0.3,0.1,1E-06,9.3,6.46433043479919,0.458257569495584
0.99,512,64,0.999,0.95,0.3,0.1,1E-07,9.6,6.22260189056397,0.66332495807108
0.99,512,64,0.999,0.95,0.3,0.01,1E-05,9,6.14907693862915,0.632455532033676
0.99,512,64,0.999,0.95,0.3,0.01,1E-06,9.5,6.551593542099,0.5
0.99,512,64,0.999,0.95,0.3,0.01,1E-07,9.3,6.15290284156799,0.640312423743285
0.99,512,64,0.999,0.95,0.3,0.001,1E-05,9.3,6.36382627487183,0.9
0.99,512,64,0.999,0.95,0.3,0.001,1E-06,9.2,6.55388069152832,0.6
0.99,512,64,0.999,0.95,0.3,0.001,1E-07,9.8,6.47382760047913,0.748331477354788
0.99,512,64,0.999,0.95,0.4,0,1E-05,8.9,6.3484833240509,0.830662386291808
0.99,512,64,0.999,0.95,0.4,0,1E-06,9.4,6.13058590888977,0.66332495807108
0.99,512,64,0.999,0.95,0.4,0,1E-07,9.4,6.37955379486084,0.66332495807108
0.99,512,64,0.999,0.95,0.4,0.1,1E-05,9.7,6.22261595726013,0.640312423743285
0.99,512,64,0.999,0.95,0.4,0.1,1E-06,9.7,6.22445917129517,0.640312423743285
0.99,512,64,0.999,0.95,0.4,0.1,1E-07,9.2,6.264244556427,0.748331477354788
0.99,512,64,0.999,0.95,0.4,0.01,1E-05,8.9,6.38837051391602,0.7
